# Tx_x Tx_z Rx_x Rx_z travel_time
5.000000000000000000e+00 8.000000000000000000e+01 1.450000000000000000e+02 2.800000000000000000e+02 1.003565428672954785e-01
5.000000000000000000e+00 8.000000000000000000e+01 1.450000000000000000e+02 2.900000000000000000e+02 1.038911149622322311e-01
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.000000000000000000e+01 6.299210183581492595e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.000000000000000000e+01 6.098379889297832201e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 3.000000000000000000e+01 5.919526589537717903e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 4.000000000000000000e+01 5.773911335654783455e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 5.000000000000000000e+01 5.653555917467364966e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 6.000000000000000000e+01 5.557927233202244327e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 7.000000000000000000e+01 5.498437496653787310e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 8.000000000000000000e+01 5.460839875015301159e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 9.000000000000000000e+01 5.444950603516402615e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.000000000000000000e+02 5.479720332025798252e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.100000000000000000e+02 5.541782211433468608e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.200000000000000000e+02 5.631886994512342454e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.300000000000000000e+02 5.737250018928157641e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.400000000000000000e+02 5.870938697515411947e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.500000000000000000e+02 6.024502819152779964e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.600000000000000000e+02 6.205340182585479536e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.700000000000000000e+02 6.407017708529998135e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.800000000000000000e+02 6.624485721862065357e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 1.900000000000000000e+02 6.856917894969481730e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.000000000000000000e+02 7.109011271241374996e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.100000000000000000e+02 7.385399726723386460e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.200000000000000000e+02 7.699476934186948174e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.300000000000000000e+02 8.017551127083284712e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.400000000000000000e+02 8.347581323204386616e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.500000000000000000e+02 8.690741669135430836e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.600000000000000000e+02 9.054742530590885463e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.700000000000000000e+02 9.395396229385750975e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.800000000000000000e+02 9.751923057320874277e-02
5.000000000000000000e+00 9.000000000000000000e+01 1.450000000000000000e+02 2.900000000000000000e+02 1.008980491195915902e-01
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 6.483767240269992793e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 6.280825437017076296e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 6.084066066056026401e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 5.923377247400133522e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 5.785616293368553431e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 5.666370833232115684e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 5.591103625973405794e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 5.538716086713259268e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 5.496117798021757372e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 5.487507799984572138e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.540307068912453392e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.585974761265762034e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.675221463114990539e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.782642170966491996e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.913187366860467309e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 6.061564316602011809e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 6.239088163716096508e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 6.437401439682850779e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 6.654717293664515199e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 6.897825794902202878e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 7.158106145110962326e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 7.441288674653541435e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 7.756645713586808599e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 8.081239469370822548e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 8.427559192828808221e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 8.765626164545055332e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 9.099181860530129728e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.800000000000000000e+02 9.444170510468265223e-02
5.000000000000000000e+00 1.000000000000000000e+02 1.450000000000000000e+02 2.900000000000000000e+02 9.769609131729889429e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 6.708302093415571821e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 6.494141193834138126e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 6.276138197169320310e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 6.112158469291799345e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 5.943484449570225758e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 5.817473596834112776e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 5.707118998511257618e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 5.624893545242742182e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 5.574498329267540964e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 5.543938302753764757e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.533533102891871613e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.573179695409792578e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.627547746028357945e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.710461954341192192e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.805740943307636376e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 5.938561665458599176e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 6.098690675451882981e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 6.264151443863269497e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 6.442186801563594412e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 6.684643645676990875e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 6.926573971703516019e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 7.201865357004534618e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 7.504741249193641606e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 7.835430870378375101e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 8.148371237530492583e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 8.484778615457388984e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 8.816068247384577228e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.800000000000000000e+02 9.145819516864779619e-02
5.000000000000000000e+00 1.100000000000000000e+02 1.450000000000000000e+02 2.900000000000000000e+02 9.434868313717922894e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 6.959932326018031246e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 6.724984570245026716e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 6.509248583495044760e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 6.304332374164878239e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 6.144305201207068273e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 5.985465520784681581e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 5.864739759792864798e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 5.756599451936147277e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 5.669153210396116194e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 5.620232874226859660e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.593742139857144774e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.577184867626099052e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.612225144537277832e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.650092204001035123e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.718395045274387439e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 5.826929593617016095e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 5.952454258191371139e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 6.089480635034644901e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 6.265816590184375423e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 6.486412031158766966e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 6.711157634103945280e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 6.978119169124311072e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 7.272773775181828881e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 7.587254105356475153e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 7.900186923031284059e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 8.211988269458501966e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 8.532598413547946847e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.800000000000000000e+02 8.827366004884754092e-02
5.000000000000000000e+00 1.200000000000000000e+02 1.450000000000000000e+02 2.900000000000000000e+02 9.103920997711728580e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 7.217777833692448630e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 6.978713837515947149e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 6.758579184706649257e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 6.543713327597040774e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 6.352066595427884044e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 6.185028362490542497e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 6.033596708920579976e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 5.908257709380990153e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 5.799855898326145009e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 5.711372450107028015e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.640007012259926761e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.615054717186913902e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.592415590857886115e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.609703242415604862e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.666970828272561989e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 5.725023715054316370e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 5.827693989735749369e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 5.960433522130471201e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 6.112296031038370880e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 6.295637606179878276e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 6.519395076150578949e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 6.775238192905974621e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 7.044157306219922532e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 7.345040202990431311e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 7.653676238745518723e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 7.960111153202568957e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 8.252658551410349541e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.800000000000000000e+02 8.523135579391007133e-02
5.000000000000000000e+00 1.300000000000000000e+02 1.450000000000000000e+02 2.900000000000000000e+02 8.780453822927736240e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 7.497538284552199284e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 7.251912385388982474e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 7.017323668482250421e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 6.790728582168317762e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 6.581864830776562592e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 6.391959234811023238e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 6.211732525773087238e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 6.072777050837419727e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 5.932655398925037321e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 5.810083899380137640e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.719572466419198253e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.656905564518018015e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.619416852264522838e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.603332622516903061e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.622752984475631877e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 5.660523948963620128e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 5.720965837420095151e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 5.826770573604595632e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 5.957173456885050261e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 6.134348048702561312e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 6.347952453700353437e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 6.579672164734827466e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 6.838941610229506973e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 7.126432001169347163e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 7.417766217718081700e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 7.711435691433708717e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 7.962846113809690651e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.800000000000000000e+02 8.217187943570260222e-02
5.000000000000000000e+00 1.400000000000000000e+02 1.450000000000000000e+02 2.900000000000000000e+02 8.458664013259420411e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 7.798428530910858636e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 7.536855227743355368e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 7.289381075173376190e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 7.060426659849909636e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 6.828980818101329509e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 6.623972480132904461e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 6.425025602066544717e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 6.251085175066832533e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 6.085183353267573786e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 5.939046921000849105e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.826630994376150174e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.724469641198984965e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.666349024928936384e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.620145266188508043e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.599057113461920754e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 5.609484742653737116e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 5.658360566346325171e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 5.737574925020286903e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 5.852618887913148271e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 5.999608215148206219e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 6.184354746248035828e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 6.412253883851135039e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 6.662858841665074416e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 6.928795974946533320e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 7.182188900726099723e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 7.453145627016395658e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 7.698489889759593807e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.800000000000000000e+02 7.911551464059213279e-02
5.000000000000000000e+00 1.500000000000000000e+02 1.450000000000000000e+02 2.900000000000000000e+02 8.143945679787421843e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+01 8.099579201104821491e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+01 7.835093374640883512e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 3.000000000000000000e+01 7.577845078808619073e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 4.000000000000000000e+01 7.319625808056791361e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 5.000000000000000000e+01 7.094542773622580789e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 6.000000000000000000e+01 6.864395273486616211e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 7.000000000000000000e+01 6.636103157884683246e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 8.000000000000000000e+01 6.448465304759516681e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 9.000000000000000000e+01 6.259734949627029921e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.000000000000000000e+02 6.103081118495873314e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.100000000000000000e+02 5.956641588059974346e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.200000000000000000e+02 5.825208032777782347e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.300000000000000000e+02 5.727481172987618913e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.400000000000000000e+02 5.657627343767239469e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.500000000000000000e+02 5.619789290956146710e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.600000000000000000e+02 5.595633233421804659e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.700000000000000000e+02 5.617208191036576759e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.800000000000000000e+02 5.675717495277556729e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 1.900000000000000000e+02 5.761805693900475672e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.000000000000000000e+02 5.888037642552012424e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.100000000000000000e+02 6.058582125181675992e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.200000000000000000e+02 6.261313039040261597e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.300000000000000000e+02 6.502032016513376034e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.400000000000000000e+02 6.737740567519566459e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.500000000000000000e+02 6.972783780881858240e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.600000000000000000e+02 7.215037923039889500e-02
5.000000000000000000e+00 1.600000000000000000e+02 1.450000000000000000e+02 2.700000000000000000e+02 7.420816809079718024e-02
